student_id,province,year,population,income,cpi,unemployment_rate
SV032,TP.HCM,2021,4897475,95.73,122.35,1.8
SV032,Đà Nẵng,2019,1516431,105.39,118.86,5.23
SV032,Đà Nẵng,2020,6100196,103.98,,3.33
SV032,Đà Nẵng,2021,1920484,118.84,,1.98
SV032,Hải Phòng,2019,1077957,86.4,112.86,1.93
SV032,Hải Phòng,2020,5690444,46.01,120.56,
SV032,Hải Phòng,2021,3956625,87.65,96.42,4.32
SV032,Cần Thơ,2019,1213645,48.63,,3.17
SV032,Cần Thơ,2020,6315241,35.52,94.99,
SV032,Cần Thơ,2021,7088476,69.46,123.43,3.21
SV033,Hà Nội,2019,5047941,84.89,111.88,5.98
SV033,Hà Nội,2020,1806078,,124.38,3.47
SV033,Hà Nội,2021,3270038,118.28,98.72,1.75
SV033,TP.HCM,2019,4080080,59.25,124.11,3.24
SV033,TP.HCM,2020,5485538,,118.7,1.29
SV033,TP.HCM,2021,6336897,60.61,126.34,1.57
SV033,Đà Nẵng,2019,782807,102.08,113.6,4.54
SV033,Đà Nẵng,2020,5278027,97.04,90.64,4.92
SV033,Đà Nẵng,2021,4496553,112.12,103.41,2.08
SV033,Hải Phòng,2019,4753704,117.24,92.25,2.56
SV033,Hải Phòng,2020,3904480,112.25,,3.01
SV033,Hải Phòng,2021,7003160,110.51,105.22,2.77
SV033,Cần Thơ,2019,3798520,98.12,93.37,3.81
SV033,Cần Thơ,2020,1627710,,111.76,5.99
SV033,Cần Thơ,2021,4494465,94.63,113.43,5.43
SV034,Hà Nội,2019,2399708,33.31,,
SV034,Hà Nội,2020,1623681,43.44,120.92,5.3
SV034,Hà Nội,2021,7580361,65.86,97.44,2.62
SV034,TP.HCM,2019,3197520,53.42,121.38,3.62
SV034,TP.HCM,2020,4797689,82.57,102.02,5.97
SV034,TP.HCM,2021,2735018,118.32,,1.35
SV034,Đà Nẵng,2019,1241278,65.71,98.65,2.49
SV034,Đà Nẵng,2020,5498836,51.2,90.03,3.15
SV034,Đà Nẵng,2021,4610564,104.7,106.9,5.7
SV034,Hải Phòng,2019,2398029,88.47,91.9,1.05
SV034,Hải Phòng,2020,1133522,112.9,125.83,3.99
SV034,Hải Phòng,2021,5483003,97.52,102.47,1.56
SV034,Cần Thơ,2019,3975703,66.92,98.57,2.65
SV034,Cần Thơ,2020,724403,36.15,123.27,4.97
SV034,Cần Thơ,2021,7353280,,114.72,2.8
SV035,Hà Nội,2019,7314519,,116.88,4.13
SV035,Hà Nội,2020,1432235,,104.2,4.33
SV035,Hà Nội,2021,6132555,67.85,129.58,1.9
SV035,TP.HCM,2019,1763972,80.93,105.84,1.36
SV035,TP.HCM,2020,5142344,,,5.33
SV035,TP.HCM,2021,3541422,,115.68,3.82
SV035,Đà Nẵng,2019,5992416,114.17,105.06,4.08
SV035,Đà Nẵng,2020,6903667,95.61,122.79,
SV035,Đà Nẵng,2021,6897119,57.18,126.31,1.46
SV035,Hải Phòng,2019,899517,53.91,112.23,2.3
SV035,Hải Phòng,2020,6753502,53.88,111.08,
SV035,Hải Phòng,2021,3910562,105.01,107.88,1.65
SV035,Cần Thơ,2019,5507842,112.89,122.3,3.06
SV035,Cần Thơ,2020,4522401,43.26,103.11,
SV035,Cần Thơ,2021,3439357,76.39,112.49,4.72
SV036,Hà Nội,2019,6836702,67.52,94.42,4.16
SV036,Hà Nội,2020,7811169,35.37,111.82,1.56
SV036,Hà Nội,2021,4421234,53.54,96.29,5.83
SV036,TP.HCM,2019,576004,108.77,110.17,
SV036,TP.HCM,2020,5082400,,,
SV036,TP.HCM,2021,4100348,68.05,113.83,4.14
SV036,Đà Nẵng,2019,6320910,62.33,123.06,3.55
SV036,Đà Nẵng,2020,4430840,,,
SV036,Đà Nẵng,2021,1932908,94.53,117.58,4.49
SV036,Hải Phòng,2019,3715575,64.94,,4.15
SV036,Hải Phòng,2020,3959553,56.17,129.32,1.57
SV036,Hải Phòng,2021,6513244,108.78,96.23,5.74
SV036,Cần Thơ,2019,6970444,49.94,124.43,4.07
SV036,Cần Thơ,2020,4233214,38.34,107.3,2.36
SV036,Cần Thơ,2021,6802440,116.25,99.87,5.13
SV037,Hà Nội,2019,6993966,87.39,121.49,4.17
SV037,Hà Nội,2020,5958339,67.37,,1.24
SV037,Hà Nội,2021,2384410,,127.17,2.0
SV037,TP.HCM,2019,1830781,,116.0,5.53
SV037,TP.HCM,2020,2784324,43.25,,2.06
SV037,TP.HCM,2021,649370,,96.25,3.51
SV037,Đà Nẵng,2019,1957118,,126.23,1.28
SV037,Đà Nẵng,2020,7346860,31.46,123.87,5.89
SV037,Đà Nẵng,2021,7628514,,128.18,3.4
SV037,Hải Phòng,2019,3481609,53.09,97.52,4.84
SV037,Hải Phòng,2020,6660808,39.8,101.19,5.91
SV037,Hải Phòng,2021,2832497,30.44,98.8,5.47
SV037,Cần Thơ,2019,7486478,,,5.37
SV037,Cần Thơ,2020,3989925,67.2,112.32,1.51
SV037,Cần Thơ,2021,7991949,88.2,90.8,1.74
SV038,Hà Nội,2019,6340817,110.9,102.78,5.76
SV038,Hà Nội,2020,4485594,84.17,,3.3
SV038,Hà Nội,2021,5997950,41.08,108.12,3.48
SV038,TP.HCM,2019,2225012,87.57,96.62,1.53
SV038,TP.HCM,2020,7127808,109.3,126.81,
SV038,TP.HCM,2021,2572597,,128.06,3.6
SV038,Đà Nẵng,2019,7899400,33.19,91.42,1.64
SV038,Đà Nẵng,2020,4850684,103.9,116.42,3.96
SV038,Đà Nẵng,2021,7436059,101.05,,4.96
SV038,Hải Phòng,2019,3817581,75.77,103.61,4.59
SV038,Hải Phòng,2020,6218688,109.33,126.0,3.35
SV038,Hải Phòng,2021,7668351,31.28,115.2,5.05
SV038,Cần Thơ,2019,7314814,114.14,,4.09
SV038,Cần Thơ,2020,5406096,78.6,106.9,1.83
SV038,Cần Thơ,2021,4668171,112.74,125.48,3.22
SV039,Hà Nội,2019,6218653,96.72,106.34,
SV039,Hà Nội,2020,2886016,30.46,126.03,1.07
SV039,Hà Nội,2021,1871709,99.18,102.99,2.79
SV039,TP.HCM,2019,6459586,65.74,96.13,4.45
SV039,TP.HCM,2020,6958203,67.01,123.42,2.94
SV039,TP.HCM,2021,5871065,33.78,118.11,5.98
SV039,Đà Nẵng,2019,2472413,79.3,,5.96
SV039,Đà Nẵng,2020,4868848,106.95,91.04,5.46
SV039,Đà Nẵng,2021,1455915,43.02,103.98,4.65
SV039,Hải Phòng,2019,6541027,87.91,,5.53
SV039,Hải Phòng,2020,6406025,96.93,93.31,3.91
SV039,Hải Phòng,2021,4477652,93.01,121.54,4.53
SV039,Cần Thơ,2019,5662346,,129.7,5.66
SV039,Cần Thơ,2020,7916199,49.52,,4.65
SV039,Cần Thơ,2021,2836728,102.74,94.83,3.65
SV040,Hà Nội,2019,531865,96.38,113.85,3.51
SV040,Hà Nội,2020,5420871,85.0,96.21,2.93
SV040,Hà Nội,2021,6064378,81.98,102.94,4.8
SV040,TP.HCM,2019,7937677,90.58,105.99,3.49
SV040,TP.HCM,2020,7508059,,107.75,
SV040,TP.HCM,2021,6329241,39.68,120.97,4.84
SV040,Đà Nẵng,2019,4708839,,122.24,1.14
SV040,Đà Nẵng,2020,4633186,,90.71,5.84
SV040,Đà Nẵng,2021,2376893,77.46,,4.86
SV040,Hải Phòng,2019,1610029,85.21,,1.41
SV040,Hải Phòng,2020,7410562,35.98,127.79,3.32
SV040,Hải Phòng,2021,5015118,77.64,124.05,5.22
SV040,Cần Thơ,2019,3152658,110.1,114.28,2.28
SV040,Cần Thơ,2020,3591556,86.84,104.36,1.24
SV040,Cần Thơ,2021,3165753,44.5,120.02,4.66
SV041,Hà Nội,2019,6418597,113.23,116.69,4.19
SV041,Hà Nội,2020,1088200,99.11,110.15,2.64
SV041,Hà Nội,2021,2849019,94.84,113.16,4.87
SV041,TP.HCM,2019,5837964,50.77,114.13,4.65
SV041,TP.HCM,2020,3060590,49.36,,
SV041,TP.HCM,2021,6424816,85.66,97.98,1.29
SV041,Đà Nẵng,2019,4458847,44.85,94.17,3.09
SV041,Đà Nẵng,2020,5912854,50.54,,1.33
SV041,Đà Nẵng,2021,1185987,116.35,121.89,5.77
SV041,Hải Phòng,2019,1450792,106.72,114.96,5.0
SV041,Hải Phòng,2020,5869515,107.63,90.68,4.89
SV041,Hải Phòng,2021,7368139,45.85,101.46,2.79
SV041,Cần Thơ,2019,4262794,,125.18,1.57
SV041,Cần Thơ,2020,7982115,101.9,94.43,2.28
SV041,Cần Thơ,2021,1064462,,94.92,4.26
SV042,Hà Nội,2019,1648966,34.93,110.5,4.56
SV042,Hà Nội,2020,3663824,69.35,105.08,5.79
SV042,Hà Nội,2021,4157462,,107.66,1.49
SV042,TP.HCM,2019,5703066,,110.77,
SV042,TP.HCM,2020,5495582,112.22,106.41,3.3
SV042,TP.HCM,2021,2680590,,91.77,3.39
SV042,Đà Nẵng,2019,3320312,44.82,110.29,2.93
SV042,Đà Nẵng,2020,1610987,75.78,109.92,3.18
SV042,Đà Nẵng,2021,6235989,101.92,101.33,2.12
SV042,Hải Phòng,2019,1309642,117.61,94.72,
SV042,Hải Phòng,2020,3608709,,109.38,1.47
SV042,Hải Phòng,2021,1534331,89.66,,1.65
SV042,Cần Thơ,2019,999272,76.7,95.77,1.1
SV042,Cần Thơ,2020,3357614,35.28,,4.12
SV042,Cần Thơ,2021,7040526,37.04,121.21,4.15
SV043,Hà Nội,2019,4274667,110.3,,2.97
SV043,Hà Nội,2020,7379885,83.03,99.66,4.43
SV043,Hà Nội,2021,7093859,62.7,97.34,5.98
SV043,TP.HCM,2019,3236157,75.62,119.05,4.8
SV043,TP.HCM,2020,3364588,54.26,126.81,2.68
SV043,TP.HCM,2021,5222400,78.16,124.66,1.86
SV043,Đà Nẵng,2019,781627,70.57,101.57,5.71
SV043,Đà Nẵng,2020,3773428,65.4,123.15,2.93
SV043,Đà Nẵng,2021,5712027,82.23,,5.58
SV043,Hải Phòng,2019,664273,38.94,123.45,3.96
SV043,Hải Phòng,2020,1217928,54.03,98.72,4.7
SV043,Hải Phòng,2021,1012840,61.65,,
SV043,Cần Thơ,2019,6308713,48.96,114.08,2.56
SV043,Cần Thơ,2020,876265,32.53,106.78,
SV043,Cần Thơ,2021,4855605,68.65,113.01,3.6
SV044,Hà Nội,2019,2701542,73.08,108.14,1.34
SV044,Hà Nội,2020,2033518,110.29,95.5,5.33
SV044,Hà Nội,2021,3636489,71.15,104.24,2.83
SV044,TP.HCM,2019,1240279,,108.22,2.69
SV044,TP.HCM,2020,7102828,47.73,108.17,1.93
SV044,TP.HCM,2021,5660863,42.64,129.59,3.89
SV044,Đà Nẵng,2019,6884660,87.15,129.41,4.59
SV044,Đà Nẵng,2020,3220697,61.94,114.67,1.53
SV044,Đà Nẵng,2021,3923747,116.09,128.8,2.02
SV044,Hải Phòng,2019,4159068,49.15,,
SV044,Hải Phòng,2020,2479393,81.38,100.67,2.52
SV044,Hải Phòng,2021,4557036,,107.91,4.77
SV044,Cần Thơ,2019,5401258,95.03,111.74,
SV044,Cần Thơ,2020,3040919,78.95,120.71,2.03
SV044,Cần Thơ,2021,767761,89.4,120.76,2.13
SV045,Hà Nội,2019,4810881,95.14,110.36,5.11
SV045,Hà Nội,2020,4121609,115.98,117.72,2.5
SV045,Hà Nội,2021,1962637,33.36,124.39,4.95
SV045,TP.HCM,2019,7659389,64.75,106.06,1.15
SV045,TP.HCM,2020,5873894,72.03,106.24,4.74
SV045,TP.HCM,2021,5498594,39.59,93.79,4.52
SV045,Đà Nẵng,2019,1768459,47.47,120.69,4.83
SV045,Đà Nẵng,2020,6204357,101.08,111.68,3.52
SV045,Đà Nẵng,2021,3830760,115.16,110.02,3.97
SV045,Hải Phòng,2019,1056625,70.06,112.48,2.35
SV045,Hải Phòng,2020,5544511,58.57,129.35,1.71
SV045,Hải Phòng,2021,5662785,88.95,129.83,1.57
SV045,Cần Thơ,2019,2006338,65.04,124.45,1.78
SV045,Cần Thơ,2020,4663765,68.39,107.11,1.09
SV045,Cần Thơ,2021,2037990,64.24,127.39,3.32
SV046,Hà Nội,2019,2382567,112.53,128.81,4.46
SV046,Hà Nội,2020,6884695,74.53,94.96,3.21
SV046,Hà Nội,2021,4044153,67.97,,5.68
SV046,TP.HCM,2019,7499420,30.36,107.93,4.91
SV046,TP.HCM,2020,1405778,31.33,,3.8
SV046,TP.HCM,2021,2768990,31.75,91.74,2.1
SV046,Đà Nẵng,2019,2991821,30.9,101.16,
SV046,Đà Nẵng,2020,4713531,53.23,120.43,2.81
SV046,Đà Nẵng,2021,6274222,103.96,98.57,4.9
SV046,Hải Phòng,2019,2966697,42.57,,4.35
SV046,Hải Phòng,2020,3293067,92.56,102.56,4.03
SV046,Hải Phòng,2021,6548673,34.34,101.48,3.44
SV046,Cần Thơ,2019,5469129,39.19,121.54,
SV046,Cần Thơ,2020,6655754,53.62,97.48,
SV046,Cần Thơ,2021,6315209,57.02,123.24,1.35
SV047,Hà Nội,2019,766408,73.09,,
SV047,Hà Nội,2020,7431674,74.58,118.58,5.77
SV047,Hà Nội,2021,7690095,105.6,95.07,5.61
SV047,TP.HCM,2019,2869637,76.32,91.68,4.48
SV047,TP.HCM,2020,6659012,52.05,,3.12
SV047,TP.HCM,2021,3970249,59.07,110.83,2.34
SV047,Đà Nẵng,2019,4221279,58.48,95.83,1.06
SV047,Đà Nẵng,2020,3355433,79.5,116.18,4.76
SV047,Đà Nẵng,2021,4098309,87.7,,5.4
SV047,Hải Phòng,2019,2242007,59.72,,4.52
SV047,Hải Phòng,2020,7357374,102.67,91.09,3.0
SV047,Hải Phòng,2021,5758231,38.11,115.34,3.47
SV047,Cần Thơ,2019,4592556,35.63,124.09,4.66
SV047,Cần Thơ,2020,2553158,75.37,109.18,5.01
SV047,Cần Thơ,2021,4032323,54.27,101.83,4.65
SV048,Hà Nội,2019,2335249,48.01,109.07,3.08
SV048,Hà Nội,2020,7433668,33.73,101.82,2.57
SV048,Hà Nội,2021,4572474,65.45,112.88,3.19
SV048,TP.HCM,2019,5248038,57.15,97.33,5.66
SV048,TP.HCM,2020,3215782,47.81,96.39,4.38
SV048,TP.HCM,2021,5499641,45.56,121.36,5.45
SV048,Đà Nẵng,2019,6754722,116.76,115.34,4.38
SV048,Đà Nẵng,2020,4840132,43.92,99.73,5.46
SV048,Đà Nẵng,2021,5452139,110.34,124.4,4.23
SV048,Hải Phòng,2019,6454449,56.55,95.73,4.7
SV048,Hải Phòng,2020,2232703,33.24,108.05,3.15
SV048,Hải Phòng,2021,594073,64.15,101.56,3.5
SV048,Cần Thơ,2019,5525507,83.07,91.54,4.67
SV048,Cần Thơ,2020,2156898,118.16,129.03,3.7
SV048,Cần Thơ,2021,5432835,111.9,105.24,2.48
SV049,Hà Nội,2019,5830278,37.0,124.62,2.43
SV049,Hà Nội,2020,2669110,57.76,,3.37
SV049,Hà Nội,2021,1201143,78.22,,1.86
SV049,TP.HCM,2019,5848245,91.11,115.09,2.34
SV049,TP.HCM,2020,2369710,60.78,123.53,3.95
SV049,TP.HCM,2021,5681101,67.39,92.54,3.87
SV049,Đà Nẵng,2019,1845819,,,1.57
SV049,Đà Nẵng,2020,7167643,31.08,,4.7
SV049,Đà Nẵng,2021,6179328,30.49,,2.77
SV049,Hải Phòng,2019,5999720,37.56,104.67,5.97
SV049,Hải Phòng,2020,5510194,95.58,106.64,3.59
SV049,Hải Phòng,2021,1958731,71.55,,2.3
SV049,Cần Thơ,2019,6714248,44.98,116.09,4.44
SV049,Cần Thơ,2020,6840912,40.47,100.08,2.9
SV049,Cần Thơ,2021,2792262,69.42,90.12,3.78
SV050,Hà Nội,2019,7337067,39.71,125.29,4.23
SV050,Hà Nội,2020,2178541,75.75,,5.56
SV050,Hà Nội,2021,2796258,88.35,113.03,
SV050,TP.HCM,2019,5722255,36.02,,1.6
SV050,TP.HCM,2020,3655116,101.38,91.63,2.88
SV050,TP.HCM,2021,6635747,,103.56,5.49
SV050,Đà Nẵng,2019,6069207,42.0,,2.78
SV050,Đà Nẵng,2020,2952330,92.62,117.3,4.39
SV050,Đà Nẵng,2021,3086512,95.41,92.39,
SV050,Hải Phòng,2019,2233450,50.86,114.97,5.56
SV050,Hải Phòng,2020,4520678,76.93,91.25,4.7
SV050,Hải Phòng,2021,6429069,113.74,128.13,5.79
SV050,Cần Thơ,2019,4393317,114.49,125.8,2.29
SV050,Cần Thơ,2020,1337281,37.83,128.56,1.13
SV050,Cần Thơ,2021,2662112,,,1.39
